"minute","result","X","Y","xG","player","h_a","situation","shotType","home_team","away_team","home_goals","away_goals","date","player_assisted","lastAction","Outcome","zone"
21,"BlockedShot",77.7,33.5239994812011,0.0578584186732769,"Juan Camilo HernÃ¡ndez","a","DirectFreekick","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00",NA,"Standard","NoGoal","zone3"
21,"SavedShot",96.7049983978272,17.5439994812011,0.0246305204927921,"Emmanuel Dennis","a","SetPiece","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Tom Cleverley","Rebound","NoGoal","zone2"
23,"MissedShots",99.8549983978271,40.8,0.0286561902612448,"Adam Masina","a","SetPiece","Head","Leicester","Watford",4,2,"2021-11-28 14:00:00","Tom Cleverley","Aerial","NoGoal","zone2"
27,"BlockedShot",81.375,39.2360005187989,0.0289895236492157,"Juan Camilo HernÃ¡ndez","a","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Emmanuel Dennis","Pass","NoGoal","zone3"
29,"Goal",92.925,34,0.761168837547302,"Joshua King","a","Penalty","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00",NA,"Standard","Goal","zone2"
31,"BlockedShot",96.4950016021728,35.4960005187989,0.0590054951608181,"Juan Camilo HernÃ¡ndez","a","OpenPlay","Head","Leicester","Watford",4,2,"2021-11-28 14:00:00","Adam Masina","Aerial","NoGoal","zone2"
31,"MissedShots",89.1450016021728,44.88,0.0230788644403219,"Moussa Sissoko","a","FromCorner","Head","Leicester","Watford",4,2,"2021-11-28 14:00:00","Emmanuel Dennis","None","NoGoal","zone2"
35,"MissedShots",92.5049983978272,39.7120010375977,0.0652788728475571,"Joshua King","a","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Tom Cleverley","Cross","NoGoal","zone2"
48,"SavedShot",99.4349967956543,28.0160005187989,0.371187031269073,"Joshua King","a","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Juan Camilo HernÃ¡ndez","Pass","NoGoal","zone1"
59,"MissedShots",88.725,36.1079989624023,0.116436176002026,"JoÃ£o Pedro","a","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Adam Masina","TakeOn","NoGoal","zone2"
60,"Goal",91.9799983978272,33.1839994812011,0.330650240182877,"Emmanuel Dennis","a","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00",NA,"BallRecovery","Goal","zone2"
72,"SavedShot",83.3700016021728,35.7,0.0276124607771635,"JoÃ£o Pedro","a","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00",NA,"None","NoGoal","zone3"
75,"MissedShots",85.6799983978272,48.1440020751953,0.0166507456451654,"Ashley Fletcher","a","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00",NA,"None","NoGoal","zone3"
83,"MissedShots",97.0200016021729,30.0560005187989,0.275438517332077,"Ozan Tufan","a","OpenPlay","RightFoot","Leicester","Watford",4,2,"2021-11-28 14:00:00","Kiko FemenÃ­a","Cross","NoGoal","zone2"
6,"MissedShots",77.0700016021729,25.6360005187989,0.0170787982642651,"Kyle Walker","h","OpenPlay","RightFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Ilkay GÃ¼ndogan","Pass","NoGoal","zone3"
15,"ShotOnPost",98.3849967956543,38.1479989624024,0.1008166000247,"Aymeric Laporte","h","FromCorner","Head","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Ilkay GÃ¼ndogan","Cross","NoGoal","zone2"
18,"SavedShot",91.5599967956543,35.02,0.0776693299412727,"Ilkay GÃ¼ndogan","h","OpenPlay","RightFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Bernardo Silva","Cross","NoGoal","zone2"
21,"SavedShot",95.3400032043457,36.1079989624023,0.0996430441737175,"Bernardo Silva","h","OpenPlay","LeftFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00",NA,"None","NoGoal","zone2"
23,"MissedShots",81.2700016021729,31.0079989624023,0.0238723419606686,"Ilkay GÃ¼ndogan","h","OpenPlay","RightFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Gabriel Jesus","Pass","NoGoal","zone3"
27,"MissedShots",83.0549983978272,49.64,0.0216342322528362,"Raheem Sterling","h","OpenPlay","RightFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Bernardo Silva","Pass","NoGoal","zone3"
32,"BlockedShot",96.1799983978272,21.42,0.0482466481626034,"Riyad Mahrez","h","OpenPlay","LeftFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","JoÃ£o Cancelo","Chipped","NoGoal","zone2"
32,"Goal",102.584996795654,36.1760005187988,0.803968191146851,"Ilkay GÃ¼ndogan","h","OpenPlay","RightFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00",NA,"Rebound","Goal","zone1"
36,"BlockedShot",102.584996795654,23.9360005187989,0.131252273917198,"Gabriel Jesus","h","OpenPlay","RightFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Riyad Mahrez","Throughball","NoGoal","zone2"
40,"SavedShot",75.9150032043457,38.9639994812012,0.0188924893736839,"JoÃ£o Cancelo","h","OpenPlay","RightFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Riyad Mahrez","Pass","NoGoal","zone3"
40,"ShotOnPost",102.690003204346,25.16,0.30142942070961,"Riyad Mahrez","h","OpenPlay","RightFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00",NA,"Rebound","NoGoal","zone1"
41,"BlockedShot",94.6049983978272,49.5040020751953,0.0527504496276379,"Gabriel Jesus","h","OpenPlay","RightFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Ilkay GÃ¼ndogan","Pass","NoGoal","zone2"
42,"BlockedShot",79.5900032043457,39.78,0.0293831303715706,"Gabriel Jesus","h","OpenPlay","RightFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","JoÃ£o Cancelo","Pass","NoGoal","zone3"
55,"SavedShot",92.4,30.26,0.477781981229782,"Gabriel Jesus","h","OpenPlay","RightFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Raheem Sterling","Pass","NoGoal","zone2"
68,"MissedShots",82.5299983978272,33.3879989624023,0.0250861886888742,"Raheem Sterling","h","FromCorner","LeftFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00",NA,"None","NoGoal","zone3"
72,"SavedShot",101.220001602173,44.88,0.0943126454949379,"JoÃ£o Cancelo","h","OpenPlay","RightFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Gabriel Jesus","Pass","NoGoal","zone2"
79,"SavedShot",96.4950016021728,44.1320010375977,0.312399744987488,"Ilkay GÃ¼ndogan","h","OpenPlay","LeftFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Raheem Sterling","Pass","NoGoal","zone2"
80,"BlockedShot",96.3900032043457,36.6520010375977,0.0355354025959969,"RÃºben Dias","h","FromCorner","Head","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Riyad Mahrez","Aerial","NoGoal","zone2"
89,"Goal",89.3549983978271,36.72,0.0946031585335732,"Fernandinho","h","OpenPlay","RightFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Ilkay GÃ¼ndogan","BallTouch","Goal","zone2"
22,"SavedShot",85.1549983978272,34.4760005187989,0.0549392327666283,"Said Benrahma","a","OpenPlay","LeftFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Ben Johnson","BallTouch","NoGoal","zone2"
28,"BlockedShot",94.6049983978272,12.5119997406006,0.0612287782132626,"Aaron Cresswell","a","DirectFreekick","LeftFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00",NA,"Standard","NoGoal","zone3"
77,"SavedShot",75.6,44.6079989624023,0.0146492160856724,"Declan Rice","a","OpenPlay","RightFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Pablo Fornals","Pass","NoGoal","zone3"
93,"MissedShots",98.8049983978272,23.1879989624024,0.0150090679526329,"Tomas Soucek","a","OpenPlay","Head","Manchester City","West Ham",2,1,"2021-11-28 14:00:00","Vladimir Coufal","Aerial","NoGoal","zone2"
93,"Goal",83.2650032043457,44.88,0.0259362477809191,"Manuel Lanzini","a","OpenPlay","RightFoot","Manchester City","West Ham",2,1,"2021-11-28 14:00:00",NA,"Tackle","Goal","zone3"
2,"SavedShot",94.8150032043457,43.5879989624023,0.0690146088600159,"Hakim Ziyech","h","OpenPlay","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00",NA,"None","NoGoal","zone2"
3,"SavedShot",97.9650032043457,42.7720010375977,0.346697241067886,"Callum Hudson-Odoi","h","OpenPlay","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00",NA,"None","NoGoal","zone2"
8,"BlockedShot",89.775,49.3,0.0232814531773329,"Timo Werner","h","SetPiece","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00",NA,"None","NoGoal","zone3"
9,"MissedShots",94.5,33.1160005187989,0.0270222257822752,"Antonio RÃ¼diger","h","FromCorner","Head","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00",NA,"Aerial","NoGoal","zone2"
17,"MissedShots",86.7299983978271,48.4840020751953,0.024437515065074,"Hakim Ziyech","h","OpenPlay","LeftFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00","Callum Hudson-Odoi","Pass","NoGoal","zone3"
24,"MissedShots",96.9150032043457,34.2720010375977,0.137617617845535,"Timo Werner","h","OpenPlay","Head","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00","Callum Hudson-Odoi","Cross","NoGoal","zone2"
30,"SavedShot",80.1150032043457,48.1440020751953,0.0146798482164741,"Antonio RÃ¼diger","h","OpenPlay","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00","Callum Hudson-Odoi","Pass","NoGoal","zone3"
31,"BlockedShot",86.5200016021728,48.1440020751953,0.0294041987508535,"Timo Werner","h","OpenPlay","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00","Callum Hudson-Odoi","Pass","NoGoal","zone3"
35,"SavedShot",89.0400032043457,36.9239994812011,0.0750212669372559,"Callum Hudson-Odoi","h","OpenPlay","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00",NA,"BallRecovery","NoGoal","zone2"
38,"MissedShots",87.4650032043457,22.1,0.0371959507465363,"Reece James","h","OpenPlay","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00",NA,"None","NoGoal","zone3"
48,"BlockedShot",90.3,40.12,0.0905773639678955,"Timo Werner","h","OpenPlay","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00","Hakim Ziyech","Pass","NoGoal","zone2"
56,"BlockedShot",93.975,32.8439994812011,0.0554569587111473,"Thiago Silva","h","FromCorner","Head","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00","Marcos Alonso","Cross","NoGoal","zone2"
57,"MissedShots",95.4450016021729,27.4720010375976,0.0355235151946545,"Timo Werner","h","FromCorner","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00",NA,"Aerial","NoGoal","zone2"
60,"BlockedShot",85.8900032043457,36.2439994812011,0.0394856967031956,"Hakim Ziyech","h","FromCorner","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00",NA,"None","NoGoal","zone2"
68,"Goal",92.925,34,0.761168837547302,"Jorginho","h","Penalty","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00",NA,"Standard","Goal","zone2"
71,"BlockedShot",85.575,36.1760005187988,0.0531022697687149,"Ruben Loftus-Cheek","h","OpenPlay","LeftFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00","Marcos Alonso","Pass","NoGoal","zone2"
71,"MissedShots",93.8700016021728,22.1,0.0330720618367195,"Hakim Ziyech","h","OpenPlay","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00","Reece James","HeadPass","NoGoal","zone2"
78,"BlockedShot",94.0799983978272,32.7760005187989,0.0939177274703979,"Timo Werner","h","OpenPlay","LeftFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00",NA,"None","NoGoal","zone2"
78,"MissedShots",88.2,36.4479989624024,0.0715102106332779,"Reece James","h","OpenPlay","LeftFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00",NA,"BallTouch","NoGoal","zone2"
79,"SavedShot",89.775,40.5279989624023,0.0786663144826889,"Hakim Ziyech","h","OpenPlay","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00","Mason Mount","TakeOn","NoGoal","zone2"
80,"MissedShots",81.0599967956543,41.7520010375977,0.0250722896307707,"Reece James","h","OpenPlay","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00","Jorginho","Pass","NoGoal","zone3"
83,"MissedShots",97.4400032043457,32.3,0.0809165462851524,"Ruben Loftus-Cheek","h","FromCorner","OtherBodyPart","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00","Hakim Ziyech","Cross","NoGoal","zone2"
88,"BlockedShot",85.2599967956543,35.6320010375977,0.050865538418293,"Hakim Ziyech","h","OpenPlay","LeftFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00","Romelu Lukaku","Pass","NoGoal","zone2"
96,"MissedShots",96.4950016021728,40.12,0.0915420949459076,"Antonio RÃ¼diger","h","OpenPlay","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00","Christian Pulisic","Cross","NoGoal","zone2"
20,"MissedShots",78.1200016021728,22.8479989624024,0.014709847047925,"Bruno Fernandes","a","OpenPlay","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00","Jadon Sancho","Pass","NoGoal","zone3"
49,"Goal",95.4450016021729,33.9320010375977,0.513803362846375,"Jadon Sancho","a","OpenPlay","RightFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00",NA,"TakeOn","Goal","zone2"
87,"SavedShot",84,25.16,0.034853883087635,"Fred","a","OpenPlay","LeftFoot","Chelsea","Manchester United",1,1,"2021-11-28 16:30:00",NA,"BallRecovery","NoGoal","zone3"
4,"BlockedShot",77.9099967956543,33.66,0.021136125549674,"Ryan Fraser","h","OpenPlay","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Callum Wilson","Pass","NoGoal","zone3"
4,"MissedShots",78.3299983978272,42.7720010375977,0.0157368741929531,"Jonjo Shelvey","h","OpenPlay","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Allan Saint-Maximin","Pass","NoGoal","zone3"
19,"MissedShots",77.5950016021728,29.5120010375977,0.0201794840395451,"Joelinton","h","OpenPlay","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Allan Saint-Maximin","Pass","NoGoal","zone3"
34,"MissedShots",92.6099967956543,39.5079989624023,0.108289517462254,"Callum Wilson","h","OpenPlay","LeftFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Joe Willock","Pass","NoGoal","zone2"
46,"MissedShots",81.0599967956543,21.2839994812011,0.0181477982550859,"Joelinton","h","OpenPlay","LeftFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Allan Saint-Maximin","Pass","NoGoal","zone3"
56,"BlockedShot",94.1849967956543,36.7879989624023,0.0519486777484417,"Federico FernÃ¡ndez","h","FromCorner","Head","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Jonjo Shelvey","Cross","NoGoal","zone2"
60,"Goal",92.925,34,0.761168837547302,"Callum Wilson","h","Penalty","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00",NA,"Standard","Goal","zone2"
68,"MissedShots",91.5599967956543,23.2560005187989,0.0969081148505211,"Allan Saint-Maximin","h","OpenPlay","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Callum Wilson","Pass","NoGoal","zone2"
73,"MissedShots",100.484996795654,18.8360005187989,0.0628404095768929,"Isaac Hayden","h","OpenPlay","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Callum Wilson","Pass","NoGoal","zone2"
10,"SavedShot",80.9549983978272,43.6559979248047,0.064475916326046,"Billy Gilmour","a","DirectFreekick","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00",NA,"Standard","NoGoal","zone3"
28,"MissedShots",101.220001602173,28.3560005187989,0.364618301391602,"Joshua Sargent","a","OpenPlay","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Christos Tzolis","Cross","NoGoal","zone1"
28,"MissedShots",97.0200016021729,36.1079989624023,0.0470963008701801,"Grant Hanley","a","FromCorner","Head","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Billy Gilmour","Aerial","NoGoal","zone2"
28,"BlockedShot",80.85,53.1079989624023,0.0140914591029286,"Christos Tzolis","a","FromCorner","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Teemu Pukki","Pass","NoGoal","zone3"
31,"BlockedShot",91.1400032043457,26.6560005187989,0.0741683319211006,"Joshua Sargent","a","OpenPlay","LeftFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Lukas Rupp","BallTouch","NoGoal","zone2"
31,"SavedShot",93.6599967956543,30.1239994812011,0.060246005654335,"Christos Tzolis","a","OpenPlay","Head","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Max Aarons","Cross","NoGoal","zone2"
36,"BlockedShot",90.1950016021729,47.3959979248047,0.0400399304926395,"Christos Tzolis","a","OpenPlay","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Lukas Rupp","Pass","NoGoal","zone2"
42,"MissedShots",82.2150032043457,21.4880002593994,0.0218797996640205,"Kenny McLean","a","OpenPlay","LeftFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Max Aarons","Pass","NoGoal","zone3"
45,"SavedShot",94.6049983978272,45.9,0.11966647952795,"Christos Tzolis","a","OpenPlay","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Brandon Williams","Throughball","NoGoal","zone2"
71,"MissedShots",86.3099967956543,36.8560005187988,0.0935511887073517,"Adam Idah","a","OpenPlay","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Brandon Williams","TakeOn","NoGoal","zone2"
78,"Goal",95.4450016021729,30.8720010375977,0.105941146612167,"Teemu Pukki","a","OpenPlay","LeftFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Dimitris Giannoulis","Chipped","Goal","zone2"
80,"MissedShots",100.484996795654,21.2839994812011,0.0480040982365608,"Teemu Pukki","a","OpenPlay","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Kenny McLean","Chipped","NoGoal","zone2"
91,"BlockedShot",78.5400032043457,30.7360005187989,0.0243157502263784,"Teemu Pukki","a","OpenPlay","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00","Billy Gilmour","Pass","NoGoal","zone3"
92,"SavedShot",98.8049983978272,42.4320010375977,0.351791173219681,"Pierre Lees-Melou","a","OpenPlay","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00",NA,"BallRecovery","NoGoal","zone2"
95,"BlockedShot",89.0400032043457,35.6320010375977,0.064193107187748,"Lukas Rupp","a","SetPiece","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00",NA,"None","NoGoal","zone2"
95,"SavedShot",83.3700016021728,44.54,0.0179054606705904,"Pierre Lees-Melou","a","SetPiece","RightFoot","Newcastle United","Norwich",1,1,"2021-11-30 19:30:00",NA,"Rebound","NoGoal","zone3"
3,"BlockedShot",84.6299983978272,47.1240020751953,0.0270510595291853,"Daniel James","h","OpenPlay","RightFoot","Leeds","Crystal Palace",1,0,"2021-11-30 20:15:00","Tyler Roberts","Pass","NoGoal","zone3"
5,"BlockedShot",91.7700016021728,49.4359979248047,0.0359169952571392,"Daniel James","h","OpenPlay","RightFoot","Leeds","Crystal Palace",1,0,"2021-11-30 20:15:00","Kalvin Phillips","Pass","NoGoal","zone3"
7,"BlockedShot",79.9049983978272,23.46,0.0160811971873045,"Raphinha","h","OpenPlay","LeftFoot","Leeds","Crystal Palace",1,0,"2021-11-30 20:15:00",NA,"None","NoGoal","zone3"
14,"MissedShots",83.1599967956543,21.6919997406006,0.0327816121280193,"Adam Forshaw","h","OpenPlay","LeftFoot","Leeds","Crystal Palace",1,0,"2021-11-30 20:15:00",NA,"TakeOn","NoGoal","zone3"
22,"MissedShots",95.3400032043457,17.9519997406006,0.0420927442610264,"Kalvin Phillips","h","OpenPlay","RightFoot","Leeds","Crystal Palace",1,0,"2021-11-30 20:15:00",NA,"BallRecovery","NoGoal","zone2"
52,"MissedShots",98.5950016021728,36.1760005187988,0.677359879016876,"Rodrigo","h","OpenPlay","RightFoot","Leeds","Crystal Palace",1,0,"2021-11-30 20:15:00","Daniel James","Pass","NoGoal","zone1"
54,"BlockedShot",91.1400032043457,38.08,0.0702182725071907,"Daniel James","h","SetPiece","LeftFoot","Leeds","Crystal Palace",1,0,"2021-11-30 20:15:00",NA,"None","NoGoal","zone2"
56,"SavedShot",93.7650032043457,43.86,0.0869494751095772,"Adam Forshaw","h","OpenPlay","RightFoot","Leeds","Crystal Palace",1,0,"2021-11-30 20:15:00","Daniel James","Pass","NoGoal","zone2"
59,"BlockedShot",90.3,25.0239994812011,0.0573859438300133,"Stuart Dallas","h","OpenPlay","RightFoot","Leeds","Crystal Palace",1,0,"2021-11-30 20:15:00",NA,"None","NoGoal","zone2"
59,"BlockedShot",80.6400032043457,39.1,0.0189434234052896,"Kalvin Phillips","h","OpenPlay","RightFoot","Leeds","Crystal Palace",1,0,"2021-11-30 20:15:00",NA,"Rebound","NoGoal","zone3"
63,"MissedShots",72.5549983978272,34,0.0120939454063773,"Adam Forshaw","h","OpenPlay","RightFoot","Leeds","Crystal Palace",1,0,"2021-11-30 20:15:00","Tyler Roberts","Pass","NoGoal","zone3"
74,"BlockedShot",83.475,48.7559979248047,0.0217135660350323,"Daniel James","h","OpenPlay","RightFoot","Leeds","Crystal Palace",1,0,"2021-11-30 20:15:00","Rodrigo","Pass","NoGoal","zone3"
